job ID,title,company,location,link,job description
4033587667.00,Senior Business Analyst,EQ Bank | Equitable Bank,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/senior-business-analyst-at-eq-bank-equitable-bank-4033587667?position=11&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=4M9Zd5OR2%2FFeL8LioOom%2Fw%3D%3D,"Purpose of JobThe Senior Business Analyst is responsible for supporting all aspects of the company’s core financial applications, including the triaging and management of reported system issues, collaboration with the business units and vendors to manage and prioritize backlog items as well as elicit and document user stories for system enhancements. The Senior BA will focus on understanding business processes and technology and work collaboratively with business stakeholders and IT to translate business needs into technical solutions. The core operational activity will be to proactively investigate, understand and articulate business issues, processes and opportunities and recommend solutions that can be applied. Types and sizes of projects vary with the business objectives and may include business case development, gap analysis, current and future state analysis and other activities that support business development and process re-engineering including all testing phases and project implementation. The Senior Business Analyst will work with stakeholder groups across Product Management, Operations, Fraud, AML and multiple technology teams and suppliers.Main Activities:Establish a plan for stakeholder workshops to capture and elaborate detailed user stories, by bundles of Themes and EpicsFacilitate workshops to document customer / user needs, process / system flows, and end to end requirements as detailed user stories. User Stories will include key areas such as happy path experiences, alt/error flows, spec-by-example, acceptance criteria, and business valueFollow prescribed change control procedures making ensuring all changes are properly documented, approved and communicated from initiation to design to testing to implementationDrive and ensure sign-off of BA created artefacts across the Pod team and stakeholdersSupport cross-functional Pod and to create technical design documents, create acceptance criteria and testing artefacts, and story point estimation (where applicable). Support ad hoc business and technical analysis requests to support main activities as required, such as API data mapsSupport daily stand-ups and project velocity reporting as required (ex: pace of writing & approving detailed user stories)Work with Quality Assurance team by providing input into the test strategy, test scenarios, test data requirements and supporting user validationCommunicate changes to the requirements effectively and on a timely basis to delivery leads, project managers and other necessary stakeholders Knowledge/Skill Requirements:A minimum of 5 years of demonstrated experience as a Business Analyst leading, managing and delivering new and changed business processes and procedures on projects of increasing complexity and size Experience in commercial lending products and/or services. Post-Secondary education, preferably in the areas of Information Technology and/or CommerceDeep understanding of Software Development Life Cycle conceptsGood understanding of technology; from network, file system, database to software development concepts Proficient user of all MS desktop toolsExperience with business process re-engineering will be a definite assetStrong organizational skills in prioritizing and keeping track of numerous initiativesCapable of multi-tasking effectively and handles change positively Effective communication/interpersonal skills for interacting with IT personnel, internal departments and external vendorsStrong attention to detail and qualitySuperior analytical, quantitative, problem solving and decision-making skillsLeadership qualities and team player; strong sense of responsibility in taking ownership Process oriented with the ability to discuss, advise, coordinate and document processes with people from varying disciplinesExperience and familiarity with term deposit and mortgage business is preferred Additional Nice to Have Skills:Knowledge of JIRA + Confluence Experience working with Dynamics 365 CRM, Power Apps and Power Automate



        
            Show more
          

          



        
            Show less"
4027708393.00,Business Analyst (Canada),Aexonic,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-canada-at-aexonic-4027708393?position=12&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=67ryLHAwQCN5xH22eQCc6A%3D%3D,"Job Title: Business Analyst (Canada)Reporting Location: Canada Office (Working Hours: 9:00 AM to 6:00 PM PST)Employment Type: Full-timeExperience Level: 8+ YearsJob SummaryWe are seeking an experienced and dynamic Business Analyst with a strong background in the eCommerce domain to join our remote team. The ideal candidate will have over 8 years of experience and must be must be living in Canada or relocate to Canada , Excellent communication skills, and the ability to coordinate and lead cross-functional teams. You will be responsible for analyzing business needs, gathering requirements, and driving the implementation of solutions that enhance our eCommerce operations.Key Responsibilities Requirement Gathering & Analysis:Collaborate with stakeholders to gather, document, and analyze business requirements. Translate business needs into detailed functional specifications for technical teams. eCommerce Domain Expertise (preferred): Leverage deep understanding of eCommerce processes, systems, and best practices to drive business solutions. Provide insights and recommendations based on industry trends to optimize eCommerce performance. Team Coordination & Leadership: Coordinate with cross-functional teams, including IT, marketing, and operations, to ensure seamless project execution. Lead meetings and facilitate communication between stakeholders to ensure alignment on project goals. Project Management Basics: Manage project timelines, deliverables, and milestones. Ensure that all business analysis deliverables are completed on time and meet quality standards.Communication & Reporting Prepare and deliver presentations and reports to stakeholders and senior management. Maintain clear and concise communication across all levels of the organization.Qualifications Bachelor’s degree in Business Administration, Information Technology, or a related field. 8+ years of experience as a Business Analyst, with a focus on the eCommerce domain. Proven experience in gathering and analyzing business requirements and translating them into technical specifications. Excellent communication skills, with the ability to articulate complex ideas clearly and effectively. Strong leadership skills with experience in coordinating and leading cross-functional teams. Familiarity with eCommerce platforms, tools, and technologies (preferred).Preferred Qualifications Experience with project management tools and methodologies. Knowledge of data analysis and reporting tools. Experience in working with Agile or Scrum teams.



        
            Show more
          

          



        
            Show less"
4022352570.00,Business Analyst,Tata Consultancy Services,"Markham, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-4022352570?position=13&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=ae5Ei6WHjT9%2BbNtmsZmiSA%3D%3D,"TCS is an equal opportunity employer, and embraces diversity in race, nationality, ethnicity, gender, age, physical ability, neurodiversity, and sexual orientation, to create a workforce that reflects the societies we operate in. Our continued commitment to Culture and Diversity and is reflected in our people stories across our workforce implemented through equitable workplace policies and processes. About TCSTata Consultancy Services is an IT services, consulting, and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys for over 55 years. Its consulting-led, cognitive powered portfolio of business, technology, and engineering services and solutions is delivered through its unique Location Independent Agile™ delivery model, recognized as a benchmark of excellence in software development. A part of the Tata group, India's largest multinational business group, TCS has over 615,000 of the world’s best-trained consultants in 55 countries. The company generated consolidated revenues of US $27.9 billion in the fiscal year ended March 31, 2023, and is listed on the BSE and the NSE in India. TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index.Skills and Responsibilities:  •Skills and experience for this requirement. Please include skills related to technical as well as domain and non-technical skills and experience as applicable to the position. •Manage the lifecycle of employees, contractors, third party users and brokers through on-boarding, access changes and off-boarding. •Perform user administration across various applications and systems including Active Directory, ISAM, LDAP and other business facing applications. •You will review (and where required) conduct ISRAs, TPISAs, manage and mitigate cybersecurity risks and conduct and other consulting requests within Aviva Canada technology and business teams. •Provide oversight on assessments, risk identification and risk management, processes, and tools for managing and reporting risks, and improve the quality of services. •Identify gaps in existing processes and technology and develop remediation plans to address risks. •Assist in the development of cybersecurity risk reporting including the ongoing development and improvement of Key Risk Indicators (KRIs) •Provide leadership and mentoring to team members. •Ensure all identified cybersecurity risks are mitigated and are effectively communicated to partners, and managed with risk-prioritized timelines aligned with Aviva risk appetite •Provide oversight on a wide variety of security solutions, projects, and new technologies Other key responsibilities include: •Provide senior management and executives with information security trends, the status of identified risks, and the effectiveness of work activities •Help improve Aviva Third Party Information Risk Management Process to continuously assess Aviva Canada suppliers’ security posture. •Increase visibility of cybersecurity risks where and when appropriate with the respective collaborators when risk action plan target dates are not met •Manage the pen test and PCI compliance attestation programsTata Consultancy Services Canada Inc. is committed to meeting the accessibility needs of all individuals in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and the Ontario Human Rights Code (OHRC). Should you require accommodations during the recruitment and selection process, please inform Human Resource.Thank you for your interest in TCS. Candidates that meet the qualification for this position will be contacted within a 2 week period. We invite you to continue to apply for other opportunities that match your profile.



        
            Show more
          

          



        
            Show less"
4015073455.00,Business Analyst,Zortech Solutions,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-zortech-solutions-4015073455?position=14&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=NwRsBEBCeEFF7JXSj5eQ%2Fg%3D%3D,"Role: Business System AnalystLocation: Toronto, ONJob Type: Full TimeBusiness System AnalystCredit RiskBusiness FinanceSQLGood Business Communication skills
        


        
            Show more
          

          



        
            Show less"
4008496540.00,Business Analyst,Robert Half,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-robert-half-4008496540?position=15&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=5ThTgT6th%2BneU4HWT0FL%2Bw%3D%3D,"DescriptionOur client is looking to hire a Salesforce Business Analyst. The Salesforce Business Analyst translates business needs into clear and concise specifications required to deliver top-notch solutions for high-impact initiatives. You will work closely with key project stakeholders, Subject Matter Experts and Project Delivery Teams and will be the point person for business questions, support and issues throughout the implementation and life cycle of the solution.RequirementsKey Requirements: Proven Experience With Business Requirements Gathering/analysis And Documentation Salesforce Service Cloud and Salesforce Marketing Cloud Atlassian suite: JIRA, Confluence Strong Technical Writing Skills And Experience Intermediate experience and knowledge of Microsoft Excel. Knowledge of applicable data privacy practices, laws and compliance requirements Working knowledge of omnichannel digital analytics technologies and a high aptitude for working with data visualization technologies (dashboards) and data schema(s) Data visualization / storytelling – able to turn data into impactful storytelling and tailoring it to specific audiences.Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.Robert Half works to put you in the best position to succeed. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity - whenever you choose - even on the go.Questions? Call your local office at 1.888.490.4429. All applicants applying for Canadian job openings must be authorized to work in Canada.Only job postings for jobs located in Quebec appear in French.© 2024 Robert Half. By clicking “Apply Now,” you’re agreeing to
        


        
            Show more
          

          



        
            Show less"
4021066631.00,Business Analyst (Junior),Tree of Life Canada,"Mississauga, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-junior-at-tree-of-life-canada-4021066631?position=16&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=Pnb1OPY5M29OnrHqTKDS0Q%3D%3D,"Our core purpose is “We are curators of unique brands, bringing elevated food and beverage experiences to Canadians.”Tree of Life Canada ULC is an Employer who strives to provide an inclusive work environment that involves everyone and embraces the diverse talent of its people. We are committed to meeting the needs of persons with disabilities. If selected for an interview, we will be happy to work with you to ensure your interview is accessible and accommodation is provided. When your interview is being scheduled, please advise the Recruiter of how we might be able to support your participation. For more information please visit our website at http://www.treeoflife.ca** NOTE: Reference checks will be conducted for potential candidates and the information collected will be used in making the final hiring decision.Primary Responsibilities:This role is a non-IT Business Analyst focusing on supporting all departments at Tre of Life. The ideal candidate is focused on shaping and driving a strategic initiative to transform the way we work through processes optimization and digital acceleration. The Business Analyst is responsible for the analysis, development, documentation and monitoring of new and existing processes and systems, including competitive analysis. This role will drive requirements gathering across multiple business groups and technologies involving a diverse set of stakeholders leading to the successful delivery of the digital transformation initiatives. The Business Analyst will act as a critical advisor to the team providing deep functional expertise in standards and processes. Accountability will be measured in understanding and enacting PMI processes and agile methodology, coordination of project administration, and removing impediments for functional teams.Essential Functions:Hybrid work model - Onsite Tuesday, Wednesday, ThursdaySupport and participate in food safety programs including SQF (Safe Quality Food)Strong written and oral communication skills, with the ability to demonstrate analytical thinking and problem-solving skills.Able to forge productive working relationships with senior business users and business managers and acquire subject matter expertise efficiently.Ability to analyze complex cross-functional business processes, identify gaps, and define functional and integration requirements.Perform sales, marketing & operational analyses including risk assessments, process mapping, process redesign, process simulations, root cause analyses, and time in motion studies.Create and manage business documentation including project vision document, current state and future state process maps, user stories, business requirement document, technical requirement document, system requirement specifications.Ability to facilitate the design of integrated solutions (process, technical & organizational).Can ensure the end-to-end solution will deliver the required business results.Drives adoption of the designed processes and solution use with stakeholders.Communicates with business SMEs to ensure expectations are kept in line with project status.Drives the definition, testing, training, and implementation of functional requirementsSupport and coordinate user acceptance testingSupport the development of training materials and execution. Upon implementation, drives knowledge transfer to Production Support.Perform organizational and process analysis and develop plans to reduce costs and improve sales.Develop presentations for senior management to facilitate discussions on project or program progress, results, and assistance needed from themUse PMI methodology, values, principles, and practices to plan, manage and deliver solutionsMinimum Requirements, Qualifications, Additional Skills, Aptitude:Bachelor’s degree in Business Administration, Computer Systems, Information Technology, or related discipline (or equivalent years of experience)3 years of experience in business analysis, process improvement, and project supportExperience supporting multiple departments with a wide variety of project typesBackground in CPG, Distribution, Supply Chain, or Retail industry is preferredCertification as a Certified Business Analysis Professional is an assetAdvanced Excel, Visio, and Power BI (nice to have) proficiencyStrong communication, facilitation, and interpersonal skillsExcellent problem-solving and research skillsProven analytical background



        
            Show more
          

          



        
            Show less"
4029999715.00,Business Analyst,Themesoft Inc.,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-themesoft-inc-4029999715?position=17&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=lfcG4skDwIyq%2BnW56RX%2Frg%3D%3D,"Position: Business AnalystLocation: Toronto – HybridJob Description:Background with these areas of Domain Knowledge would be great. As they will be working on Cap market - Fixed Income/US treasuries, Repos, Broadridge experience & Apex system (Repos).Must have excellent communication skills, should be able to present to executives.Must have the ability do hands on work with requirements writing, leading the team, ensure tech teams are delivering well.Must have agile experience as they will be working in Jira.RegardsPatrick FernandezTalent Acquisition Group - Strategic Recruitment Manager



        
            Show more
          

          



        
            Show less"
4016751467.00,Business Process analyst,Brooksource,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-process-analyst-at-brooksource-4016751467?position=18&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=G%2F1EN3zP0qWRnRAX%2FPx8Ug%3D%3D,"Business Process AnalystSummaryLocation: Hybrid (2 days / week on site) - downtown Toronto officeEmployment Type: 6 Month contract w/ possible extensionsThe Business Process Analyst is responsible for the development, production, and ownership of business process metrics and reporting across Personal and Business Banking.The individual will have an end-to-end project accountability. Beginning with understanding the business KPIs, they will leverage expertise in process design to determine an efficient and optimal process for delivering reporting results. Ad hoc analysis will be a component of the role, digging into new territory to identify areas for organizational improvement. Report development will include structuring the data flow and setting up automation. Ownership will continue post-implementation and include investigations, improvements, and managing ongoing partner relations.Key AccountabilitiesAnalytic Capabilities & Critical ThinkingUnderstand business KPIs, and relevant drivers and factors that can help reach business objectives.Internalize and understand the larger context of data elements at different levels (e.g. transaction, account, product, customer, employee, channel, line of business) and leverage a strong awareness of how these attributes intersect.Analyze large, complex datasets (from multiple sources, both structured and unstructured) to drive insights and recommendations.Be a practitioner of data best practices including QA, stable design, code optimization, and automation techniques.Design and improve production and ad-hoc reporting processes with the goal of optimizing consumption and performance.Design and Delivery of Performance Reporting and DashboardsResponsible for performance measurement reporting and visualization that monitors overall and incremental impact on process health in quantity and quality.Lead the definition, creation, and maintenance of standardized dashboards and performance reporting for business partners.Refine design proposals in collaboration with various stakeholders in Personal and Business Banking.Apply thoughtful consideration to the best way to present complex materials in a consumable way.Create new analyses and/or tools that deliver insights that enable business users to further their objectives.Leadership and Relationship ManagementWork collaboratively with other analytics teams and business subject matter experts to refine personal understanding and ensure consistency in reporting and design.Establish and communicate standards for accurate business requirement, technical specification, and work process documentation associated with our metrics and reporting.Engage with business partners to ensure needs are met, update on delivery status, and provide transparency and clarity to results.Leverage consultative skills and knowledge of best practices to provide guidance and consultative sessions with partners to share insights and recommendations rooted in data.Use these sessions to flag potential areas for deeper investigation, growth, or prioritization.Consult with and deliver results to partners within tight time constraints that consistently meet or exceed their expectations.Risk ManagementEnsure measurement reports meet governance and risk policies and identifying opportunities and solutions for continuous improvements.Knowledge and Skills KnowledgeBS/BA in Commerce, Finance, Statistics, Quantitative Methods, Math, Computer Science, Marketing, or similar.3+ years of applicable experience.Strong foundation in data and analysis.Ability to pull data from multiple sources and formulate comprehensive and actionable reports.Strong analytic and pattern recognition to connect causal factors and form hypotheses.SkillsExpert proficiency in SQL, Excel, and PowerPoint.Proficiency in SAS EG coding.Strong communication skills (verbal & written); ability to provide concise, clear reporting, actionable analysis and presentations.Ability to interact with all levels of end users and technical resources.Experience in data visualization preferred, including visualization software such as Power BI, Microsoft Reporting Services, Spotfire or Tableau.Creative problem-solving skills.A ‘can-do’ attitude and passion for analytics including the insight and value it can provide.Self-motivation and the capacity to work under pressure and tight deadlines.Proven ability to self-check work to ensure results are error-free.Ability to plan, organize, and work on multiple tasks simultaneously.



        
            Show more
          

          



        
            Show less"
4033588503.00,Business Analyst - 4293,Swoon,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-4293-at-swoon-4033588503?position=19&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=zce9qA6W5QNE5MznHsa9mg%3D%3D,
4021673909.00,"Associate, Business Analyst - New Grad 2025 Full Time",Capital One,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/associate-business-analyst-new-grad-2025-full-time-at-capital-one-4021673909?position=20&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=V7n6ZC1jwfb9LBu2vnJdWQ%3D%3D,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario,Associate, Business Analyst - New Grad 2025 Full TimeAssociate, Business Analyst - New Grad 2025IMPORTANT INFORMATION Up-to-date transcripts and resumes are required for applications. Please include your Resume and transcript as one document.  The most qualified applicants will be sent a quantitative online assessment to be completed within 2 business days. Our Capital One Strategic Analytics TeamYes, we’re a credit card company. But we’re more than that too. We’re driven by what our customers want, and how to make their lives simpler.We’re always looking for creative ways to offer digital solutions that make sense for our customers. With your help, we’ll build the next generation of banking in Canada based on customer-focused values, compelling products and great engineering.Working with usHow do we do things at Capital One Canada? We listen — to our people, and to our customers. We change with the times and have adopted a flexible hybrid model (remote and/or in-office). Associates working in the hybrid model are expected to come into the office 3 days a week across Tuesdays and Thursdays, reserving Mondays and Fridays as company-wide virtual days. As was true before the pandemic, expectations of being in the office will be balanced with personal life flexibility.At Capital One we’re committed to diversity, inclusion and belonging. We strive to build a culture where diverse perspectives are valued, innovative ideas are encouraged and inclusive behaviours are embedded in everything we do to positively impact associates. Strive to build a culture where diverse perspectives are valued, innovative ideas are encouraged and to help challenge the status quo and create the best outcomes for everyone.We’re focused on helping associates live well—physically, financially and emotionally. When you join us, we support you and those who are most important to you, offering full coverage for spouses, domestic partners, and dependents. We’ve designed our benefits program to be flexible, comprehensive and consistent across our organization. From health and fitness center discounts, to training and professional development programs—and much more—you’ll discover that Capital One is committed to helping you live your best life.Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.A day in the life of a Capital One Business AnalystAs a Business Analyst, you’ll develop and apply analytical rigour, problem solving skills and critical thinking from day one. Embedded within a cross-functional team, you’ll bring your strategies to life from conception and analytical business case building to in-market delivery, measuring their impact through testing and monitoring, and ultimately being accountable for both customer and financial outcomes. You’ll spend time gathering and visualizing data, storytelling through presentations, collaborating with experts in areas like legal and technology, and influencing senior leadership on critical decisions.You’ll work with tools like SQL to query data, use spreadsheets and Python-based notebooks to organize it, and slides to present it, along with a number of other modern analytics tools. Working in an agile, cross-functional team you’ll also have the opportunity to learn from other job families like data scientists, process managers, and product owners.Our business analysts are deployed across all areas of our business - product design, fraud, customer acquisitions, customer management strategy, and more - and analysts over time get the opportunity to rotate to different areas of the business to help them build a well rounded understanding of our business. Here are a few of the ways our Business Analysts are helping people take control of their credit: Underwriting (Credit Policy & Valuations): Business Analysts are responsible for assisting in developing & maintaining statistical models and the associated credit policies that help us determine who we extend credit to. Analysts in the space perform analysis on credit performance to help influence how we update and optimize our models & policies.  Fraud: Business Analysts are responsible for developing the defences and policies to mitigate fraud losses for Capital One, creating a safe and secure experience for our customers. Analysts in the space perform diligent monitoring to understand emerging fraud trends and propose actions to prevent fraudulent behaviour.  Product Development: Business Analysts are responsible for developing the strategies to test and scale new financial product offerings. Analysts conduct market & customer research, and couple these insights with internal data modeling to propose new solutions for our customers. Analysts in this space work with process and technology experts to get new products in the hands of our customers, and iterate upon our offerings based on consumer reception. As a new Business Analyst, you’ll join the Canada Analyst Development Program (CADP), which takes place over your first year with us and involves hands-on training, a case competition, social and networking events, and more.Want to learn more? Check out life at Capital One as a Business Analyst!ResponsibilitiesYou will get to work with a team of fellow business analysts, along with associates in other job families such as Data Scientists and Product Managers, working to execute on and accomplish the following: Perform modeling/analytics to assist new product and pricing strategies for various lending products.  Develop direct-to-consumer marketing strategy and initiatives to support business growth objectives.  Help build targeted insights to inform the design and development of new customer experiences, as well as breakthrough technology and concepts designed to deliver on new go to market strategies.  Support step-change improvements in credit performance by connecting drivers of future consumer credit trends to historical behaviour, creating risk models, and testing hypotheses using rigorous monitoring and analysis. Basic Qualifications Graduating with a Master's or Bachelor's Degree between December 2024 and September 2025 in Commerce, Finance, Marketing, Economics, Business Administration, Engineering, Mathematics, Statistics or a related field Preferred Qualifications Experience in basic coding and/or data visualization (e.g. SQL, Python, Tableau, QuickSight). If you know how to build models or write code, that’s awesome. If not, don’t worry as long as you have an interest in and aptitude for learning it.  Experience in analytical problem-solving. About Capital One CanadaWe've been helping millions of Canadians for over 20 years by providing them with access to credit when others wouldn’t. We're on a journey to put our customers first, and keep them there, by building modern technology solutions to simplify and humanize the world of credit cards. We have the positive energy of a startup, with the advantages of a big company.We may use your information for automated decision making. We may, for certain purposes, render a decision based exclusively on automated processing of your personal information as a part of the candidate screening process. Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com . All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.comCapital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).
        


        
            Show more
          

          



        
            Show less"
4030197801.00,Business Analyst,Collabera,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-collabera-4030197801?position=21&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=PlCqfUDVDBcxwC3zmVm9vA%3D%3D,
4027385384.00,Business Analyst,Tata Consultancy Services,"Mississauga, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-tata-consultancy-services-4027385384?position=22&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=Wk6huYlae%2FPlsMmvW%2FtM7A%3D%3D,"Inclusion without ExceptionTCS is an equal opportunity employer, and embraces diversity in race, nationality, ethnicity, gender, age, physical ability, neurodiversity, and sexual orientation, to create a workforce that reflects the societies we operate in. Our continued commitment to Culture and Diversity and is reflected in our people stories across our workforce implemented through equitable workplace policies and processes.About TCSTata Consultancy Services is an IT services, consulting, and business solutions organization that has been partnering with many of the world’s largest businesses in their transformation journeys for over 55 years. Its consulting-led, cognitive powered portfolio of business, technology, and engineering services and solutions is delivered through its unique Location Independent Agile™ delivery model, recognized as a benchmark of excellence in software development. A part of the Tata group, India's largest multinational business group, TCS has over 615,000 of the world’s best-trained consultants in 55 countries. The company generated consolidated revenues of US $27.9 billion in the fiscal year ended March 31, 2023, and is listed on the BSE and the NSE in India. TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index.Skills:•Resources to be located partly onshore and offshore•Technical experience & working knowledge of EOM/BCOM/IPAG required across the team: understanding of the enhancements and customizations of the Siebel product specific to BBM and SMB, familiarity of both dev and infra processes, and understanding of the risk areas related to aging code and performance impacts in general •Provide the resources names and CVS’s•Combination of technology/technical experience/working knowledge required across the team:•Program planning / Project Mgmt./ Team Collaboration (agile) Jira, Confluence•Test Mgmt. Jira, XRAY•Production Service Desk Maximo, ServiceNow•Release Management Urban Code Deploy, Oracle Utils•Source Mgmt. Git LAB•Build and Continuous Integration Unified Git LAB•Deployment Mgmt./ Repo Urban Code Deploy, Oracle Utils•System Stubs IBM TSV•Automated Functional Regression Testing Selenium, HP UFT, Cucumber•Experience in multiple business areas and on multiple project types and can incorporate interdepartmental dependencies and impact into project. •Leads and coaches’ other business analysts at all levels. •Acts as a liaison between the IT development group and business units for the development and implementation of new systems and enhancement of existing systems; Evaluates new applications and identifies systems requirements; Evaluates new IT developments and evolving business requirements and recommends appropriate systems alternatives and/or enhancements to current systems; Prepares communications and makes presentations on system enhancements and/or alternatives. •Works under the direction of a project manager.Tata Consultancy Services Canada Inc. is committed to meeting the accessibility needs of all individuals in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and the Ontario Human Rights Code (OHRC). Should you require accommodations during the recruitment and selection process, please inform Human Resource.Thank you for your interest in TCS. Candidates that meet the qualification for this position will be contacted within a 2 week period. We invite you to continue to apply for other opportunities that match your profile.



        
            Show more
          

          



        
            Show less"
4022159959.00,Business Analyst,J&M Group,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-j-m-group-4022159959?position=23&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=LsLs0Se3NUdgc3oknLgygQ%3D%3D,"Responsibilities Bridging the gap between IT and Business stakeholders, driving cohesion at a program level Current state systems mapping and documentation Uncover areas of improvement and develop enhancement solutions Oversee implementation projects  Familiarity with marketing automation and databases  Familiarity with Adobe, Braze, and Salesforce as Marketing enablement systems  Program-level leadership experience as lead BSA of multiple integrated projects  Expert communication and stakeholder management skills, ability to adapt communication with great level of impact to diverse set of users and stakeholder groups



        
            Show more
          

          



        
            Show less"
4033054350.00,Business Analyst - Junior,"LanceSoft, Inc.","Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-junior-at-lancesoft-inc-4033054350?position=24&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=HkoRIujlT0jeooxtZOQk%2BQ%3D%3D,
4023573884.00,Business Analyst,Apex Systems,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-apex-systems-4023573884?position=25&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=xK7mBJEZpNAIfvAIPISFgA%3D%3D,
3859910595.00,BUSINESS ANALYST,J&M Group,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/business-analyst-at-j-m-group-3859910595?position=26&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=9RZaz0PLJCQyfBh%2F5ptkcQ%3D%3D,"Should have knowledge of Capital Market Products (Equities, Bonds, Futures, Options) Must have good analytic and business analysis skills to identify the issues, prepare/modify BRD and suggest feasible solution. Must be able to work with business and create stories for the team and deliver change requests. Must understand ETL process and Unix. Need to have good understanding on SQL (Joins, Stored Procedures) Should be able to write SQL queries independently. Good to have experience on JIRA, RBC Confluence and other RBC tools.



        
            Show more
          

          



        
            Show less"
4034405792.00,Strategic Business Analyst,RBC,"Toronto, Ontario, Canada",https://ca.linkedin.com/jobs/view/strategic-business-analyst-at-rbc-4034405792?position=27&pageNum=0&refId=DeWjZqrm%2FGyDgXZINZPMWw%3D%3D&trackingId=WlYyJ8gd%2BKxR9bbPxYGCMA%3D%3D,
